"observed_year","id_cells","onset","offset","duration","base_date","onset_date","offset_date","onset_doy","offset_doy"
2017,9007,59.2571549594048,116.138129933223,56.8809749738187,2017-01-01,2017-03-01,2017-04-27,60,117
2018,9007,33.0626369057068,121.544589007191,88.4819521014846,2018-01-01,2018-02-03,2018-05-02,34,122
2017,9590,32.8286454935585,123.170446717381,90.3418012238221,2017-01-01,2017-02-02,2017-05-04,33,124
2018,9590,39.2977252242541,138.607033957207,99.3093087329532,2018-01-01,2018-02-09,2018-05-19,40,139
2017,9591,31.6729879781055,134.25031271286,102.577324734754,2017-01-01,2017-02-01,2017-05-15,32,135
2018,9591,66.1022252941986,131.868907105377,65.7666818111785,2018-01-01,2018-03-08,2018-05-12,67,132
2018,9775,41.8266225160932,143.354173288709,101.527550772616,2018-01-01,2018-02-11,2018-05-24,42,144
2018,9776,38.6112890412866,131.384092538019,92.7728034967322,2018-01-01,2018-02-08,2018-05-12,39,132
2018,10843,96.0540502434125,130.378152046676,34.3241018032638,2018-01-01,2018-04-07,2018-05-11,97,131
2018,10844,83.9947226804657,132.805578066112,48.8108553856459,2018-01-01,2018-03-25,2018-05-13,84,133
2018,11030,97.0925979053316,124.960489449565,27.8678915442338,2018-01-01,2018-04-08,2018-05-05,98,125
2017,11074,25.7477593475893,135.577022684025,109.829263336436,2017-01-01,2017-01-26,2017-05-16,26,136
2018,11074,43.6236751733911,125.766158017359,82.1424828439676,2018-01-01,2018-02-13,2018-05-06,44,126
2018,11982,78.8859300124118,127.537380677407,48.6514506649948,2018-01-01,2018-03-20,2018-05-08,79,128
2018,11998,60.7455425874313,136.698519303845,75.9529767164136,2018-01-01,2018-03-02,2018-05-17,61,137
2018,11999,75.8933870940647,124.817121948495,48.9237348544303,2018-01-01,2018-03-17,2018-05-05,76,125
2018,12153,68.7220715065539,129.748347114653,61.0262756080991,2018-01-01,2018-03-10,2018-05-10,69,130
2018,12183,77.2303697850661,133.906834222839,56.6764644377727,2018-01-01,2018-03-19,2018-05-14,78,134
2017,12184,41.535748155247,128.040769221889,86.5050210666425,2017-01-01,2017-02-11,2017-05-09,42,129
2018,12184,66.9370818597932,133.854844354599,66.9177624948061,2018-01-01,2018-03-08,2018-05-14,67,134
2018,12368,79.9409428290038,130.666062643748,50.7251198147441,2018-01-01,2018-03-21,2018-05-11,80,131
2016,12369,51.2874695174252,133.717620956339,82.4301514389136,2016-01-01,2016-02-21,2016-05-13,52,134
2017,12369,21.5486498723708,278.080828990177,256.532179117806,2017-01-01,2017-01-22,2017-10-06,22,279
2018,12369,59.7236171161872,139.30293477432,79.5793176581329,2018-01-01,2018-03-01,2018-05-20,60,140
2017,12370,49.1289474980496,127.214997126226,78.0860496281761,2017-01-01,2017-02-19,2017-05-08,50,128
2018,12370,68.2835869923889,127.92918064178,59.6455936493915,2018-01-01,2018-03-10,2018-05-08,69,128
2018,12552,68.1350935834281,136.868251124397,68.7331575409691,2018-01-01,2018-03-10,2018-05-17,69,137
2018,12554,93.4951763541651,126.217714083658,32.7225377294927,2018-01-01,2018-04-04,2018-05-07,94,127
2018,12555,80.7593912112586,128.752945506401,47.9935542951421,2018-01-01,2018-03-22,2018-05-09,81,129
2016,12698,52.9822837968669,139.395055094482,86.4127712976152,2016-01-01,2016-02-22,2016-05-19,53,140
2018,12718,78.8140761888717,118.607138732387,39.793062543515,2018-01-01,2018-03-20,2018-04-29,79,119
2018,12740,91.9350303906802,129.315863322849,37.3808329321689,2018-01-01,2018-04-02,2018-05-10,92,130
2018,13097,67.5624896936546,138.24187840348,70.6793887098249,2018-01-01,2018-03-09,2018-05-19,68,139
2018,13099,57.9987651618537,132.113196672963,74.1144315111091,2018-01-01,2018-02-27,2018-05-13,58,133
2018,13113,69.4803327338308,128.686126774842,59.2057940410113,2018-01-01,2018-03-11,2018-05-09,70,129
2018,13253,104.386100302507,139.152976479129,34.7668761766217,2018-01-01,2018-04-15,2018-05-20,105,140
2018,13283,81.2409505517659,134.03600865628,52.7950581045139,2018-01-01,2018-03-23,2018-05-15,82,135
2018,13441,79.6867993805504,137.242407566153,57.555608185603,2018-01-01,2018-03-21,2018-05-18,80,138
2018,13462,65.8262335884832,138.481720723762,72.655487135279,2018-01-01,2018-03-07,2018-05-19,66,139
2018,13485,85.362823787149,134.831011023867,49.4681872367176,2018-01-01,2018-03-27,2018-05-15,86,135
